SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,HouseAge
1265,3,2,Suburb,1985,136205.95953739,41
2663,4,3,Urban,1977,285383.7037470306,49
1723,5,1,Rural,1961,225435.04535158144,65
1774,2,1,Rural,1978,218552.0118514965,48
2847,3,1,Urban,2001,306747.2692039476,25
2103,2,1,Rural,1953,206383.5603615816,73
2700,4,3,Rural,2001,253350.6318400776,25
1412,2,1,Suburb,1973,143412.3383092647,53
2275,5,2,Suburb,1955,294153.4078032343,71
2035,5,3,Suburb,1984,237050.75600692027,42
1400,2,2,Rural,1962,274079.0241747303,64
2839,2,1,Urban,1990,271308.1081131623,36
1723,5,1,Urban,1979,125328.39945897284,47
1281,3,1,Suburb,1971,127187.60301172572,55
2135,3,3,Urban,1977,224930.18316713063,49
1722,5,2,Rural,1955,258130.6025852914,71
2401,5,1,Suburb,1989,266759.07500821166,37
1750,3,1,Suburb,2013,212794.16482529376,13
1267,2,1,Rural,1991,189181.2358658984,35
2940,2,3,Rural,1963,410190.90650971606,63
1297,4,3,Suburb,2008,86787.39333767869,18
2340,3,1,Suburb,2003,294349.4132471155,23
1569,5,2,Urban,1979,183027.2805773153,47
1508,4,1,Suburb,1950,171325.88670470993,76
2973,2,3,Rural,2021,297612.3134839704,5
1545,3,1,Suburb,1972,101295.32031788956,54
1774,4,2,Suburb,1986,163207.4250007007,40
1364,2,3,Urban,1994,125179.4147893948,32
1546,5,2,Urban,1973,244383.1804231179,53
1270,2,2,Urban,1950,244628.06640385452,76
2984,2,1,Suburb,1953,313834.0244801069,73
2497,3,3,Rural,1966,323155.16993768635,60
1738,5,3,Rural,1992,126754.72139443007,34
1536,3,3,Urban,1969,196838.75380486337,57
2257,5,2,Urban,2021,218913.5695342967,5
1058,4,3,Rural,1982,133452.49855733706,44
2274,2,2,Urban,2006,297953.79802238726,20
2870,3,3,Suburb,2006,334236.65729096625,20
1085,5,1,Urban,1974,118835.8115125795,52
1762,3,2,Rural,2001,227431.57712604385,25
1389,2,1,Urban,2007,244621.394103595,19
2203,2,1,Urban,2006,258328.6633287967,20
1718,4,1,Urban,2015,167795.22656198515,11
1855,5,1,Suburb,2019,147792.77936923914,7
1148,5,2,Rural,1984,189579.24982545013,42
1582,4,3,Urban,2015,153162.773410069,11
1120,4,2,Suburb,2021,140800.6618485256,5
1764,5,1,Rural,1957,261680.28502528623,69
1604,5,1,Rural,1995,167533.74987019403,31
1255,3,3,Suburb,2011,207268.58179454485,15
1765,5,1,Suburb,2013,179284.5564605184,13
1863,3,2,Rural,1979,162020.98118556035,47
1799,3,2,Urban,1978,182070.6023051406,48
2332,3,2,Suburb,1995,275456.46072476945,31
1058,3,2,Suburb,2000,80597.95563030944,26
2021,2,1,Suburb,1986,214093.53527278863,40
2092,4,3,Suburb,1968,342231.36068199587,58
2469,4,2,Suburb,1953,329222.1997501648,73
1387,5,1,Suburb,2003,132466.7366228587,23
2109,4,2,Rural,2001,330196.4952975165,25
1785,4,3,Urban,1987,249187.7763070312,39
2250,2,1,Urban,1950,288267.44956864906,76
1592,3,2,Urban,1983,205481.6844144193,43
2649,3,3,Rural,1980,282312.8285984129,46
2207,3,1,Rural,1984,317882.7531150898,42
2815,4,1,Rural,1960,339017.42663507967,66
2345,4,2,Suburb,1967,309776.9024680106,59
1908,5,1,Suburb,2019,199344.26680536068,7
2341,2,1,Suburb,1993,245705.01623336665,33
1565,2,2,Rural,1992,140766.1921525921,34
1398,5,2,Urban,1984,189333.93806468684,42
2732,5,1,Suburb,1963,318956.2200386891,63
1898,5,2,Rural,1998,240084.063408502,28
2316,3,2,Suburb,2016,253488.3112736556,10
1292,3,1,Urban,1959,149298.6942645072,67
1484,3,2,Urban,2009,222156.081611235,17
2922,3,3,Rural,1981,353719.1685009056,45
2470,5,1,Suburb,2006,353078.4092045107,20
1802,5,1,Suburb,1978,219248.998673782,48
2715,5,3,Urban,2016,238110.98050847364,10
2915,3,2,Rural,1973,376692.40875735617,53
2435,3,2,Rural,1976,230039.8615995924,50
2531,4,2,Suburb,1964,291506.86979848635,62
2757,5,1,Suburb,1977,360298.3947860969,49
2809,2,2,Rural,2019,389053.3245281488,7
1889,2,2,Urban,1950,185371.0798890041,76
1243,4,1,Suburb,1950,154425.0404238305,76
2443,3,1,Rural,1969,161784.4850746705,57
2952,5,2,Rural,2020,342583.6160787019,6
1959,3,3,Rural,1977,190658.7372234013,49
2177,3,1,Rural,1951,258881.86797613977,75
1815,2,3,Rural,1998,146364.72907058574,28
2447,2,3,Urban,2018,285927.7255911188,8
1272,5,1,Suburb,2011,185377.47758731543,15
2959,5,3,Urban,1956,408319.4349633506,70
2670,3,2,Rural,1957,190513.8334446473,69
2848,3,3,Suburb,1992,371918.9801344729,34
1519,4,2,Suburb,1998,102236.89459481931,28
2151,3,1,Rural,1989,173704.49832300708,37
2396,4,2,Urban,1974,199676.474737122,52
1567,3,1,Urban,2013,256007.65632391244,13
1637,3,3,Suburb,1972,162254.0452078698,54
1158,3,1,Suburb,2008,151418.28100442543,18
2594,5,2,Rural,1974,249654.6421524725,52
2593,5,1,Urban,1950,327729.2884489639,76
1651,5,3,Urban,1982,254363.06126838972,44
1175,4,3,Rural,1963,207735.4550255252,63
2950,4,2,Urban,1950,346570.2206459796,76
1619,5,2,Urban,2002,211393.06165722405,24
1210,4,1,Rural,2004,117881.12430180617,22
1446,5,2,Urban,1973,242385.8570582753,53
1585,2,1,Suburb,1961,188015.4680857708,65
1166,5,2,Urban,1962,226186.2319534205,64
1459,2,3,Suburb,1972,105528.72441506224,54
1915,3,3,Urban,2017,152422.14568552742,9
2380,4,2,Rural,1983,285623.08214023354,43
2327,4,1,Rural,1976,288167.70332554425,50
2256,5,3,Suburb,2008,227653.5268059305,18
2350,3,1,Urban,2014,309071.5800901388,12
2907,3,3,Urban,2002,262616.219518173,24
2205,3,2,Suburb,1961,239974.84553364263,65
2657,3,2,Suburb,1956,328716.5029230622,70
2357,4,2,Suburb,2011,327062.78126160847,15
2738,5,3,Rural,2020,303638.57106322487,6
2990,5,2,Urban,2000,255831.3507583968,26
2052,2,2,Rural,2000,230028.52923439592,26
1713,4,2,Rural,1995,219999.05783360463,31
2116,2,1,Suburb,1999,258271.07378402405,27
1840,3,2,Suburb,2005,232352.33693986444,21
1867,5,1,Rural,2012,225947.4564585735,14
1687,2,1,Urban,1993,265847.11400314514,33
1329,4,3,Suburb,1958,239452.5415722585,68
2746,5,2,Urban,1986,238485.9494136552,40
2207,4,3,Suburb,1999,255090.0877696912,27
1094,5,2,Suburb,2020,70455.12834116103,6
1784,4,1,Urban,1986,92679.10670126752,40
1648,4,3,Rural,2019,158452.71613713104,7
2772,5,1,Rural,1976,300675.3496172127,50
1352,4,2,Rural,1978,113556.00457002885,48
1929,4,3,Rural,1983,129901.42825108672,43
1940,3,2,Rural,2010,168404.87971774148,16
1983,5,3,Urban,2020,308516.22359244584,6
2288,2,2,Suburb,2006,275255.63283562864,20
2670,5,1,Suburb,1967,294821.0216935869,59
2679,5,1,Suburb,1961,294706.1504539487,65
2042,3,3,Rural,2016,230200.777158542,10
2766,2,2,Rural,1981,292814.8008985228,45
1645,2,2,Suburb,2021,212720.2340058612,5
1625,2,1,Urban,2015,304931.45245427056,11
2522,4,3,Urban,1959,173284.0329977653,67
1138,4,2,Rural,2006,68994.90132349171,20
2660,4,2,Suburb,1960,313845.2173388932,66
1715,2,1,Suburb,2000,175817.53088703114,26
2596,5,2,Suburb,1990,298112.19434669864,36
1761,5,1,Rural,1986,100738.77755226837,40
2833,2,3,Suburb,1976,238069.3971826682,50
2548,2,2,Rural,1981,276807.4351469539,45
2931,3,2,Suburb,1981,285056.74638477445,45
1254,4,1,Rural,2021,121916.07292533996,5
2108,4,1,Rural,1952,179649.8777267653,74
2481,4,2,Suburb,2011,263115.01867621293,15
2555,3,1,Urban,1952,212975.10201031805,74
2585,3,1,Urban,1954,216428.19591174467,72
1675,3,3,Urban,1954,220785.72295924777,72
1091,2,1,Urban,1988,129028.318407013,38
2623,3,2,Rural,2011,317825.8856434401,15
2092,5,1,Urban,1996,216294.01886605704,30
1036,2,2,Rural,2002,154261.40947599735,24
2788,2,2,Rural,2000,409762.0204725415,26
2787,4,1,Urban,2018,262795.1427250846,8
1139,4,2,Suburb,1981,95558.19460880086,45
1866,3,3,Urban,1960,241819.91888716328,66
2916,5,3,Rural,1975,329532.8694620842,51
1679,2,2,Urban,2008,195089.1651991413,18
2589,2,3,Rural,1981,396522.65518767486,45
2921,2,1,Suburb,1977,331405.50764284434,49
2201,4,1,Suburb,1952,233171.54284046893,74
2832,4,1,Suburb,2015,275133.02621323423,11
2836,5,2,Rural,1965,272480.37955106096,61
2894,4,1,Suburb,1958,275553.7239840012,68
2641,5,1,Suburb,1998,292983.2913592869,28
1136,4,2,Urban,1980,97160.26160728512,46
1189,5,3,Urban,2017,210597.5648099244,9
2663,4,1,Rural,1970,242006.51913952443,56
1341,4,2,Urban,2020,150648.36572361726,6
2582,3,3,Rural,1992,351506.4750517589,34
2028,3,3,Suburb,2015,193842.0588284504,11
1971,3,3,Urban,1987,241457.10954678085,39
2280,5,1,Urban,2010,259151.3388396933,16
2835,5,3,Urban,1978,248679.53934326948,48
1661,5,3,Rural,1988,213690.45394241932,38
2829,5,3,Suburb,1957,313362.7381941022,69
1242,3,1,Rural,2009,197214.6556385674,17
2810,2,2,Rural,2005,338938.5659954,21
2743,4,3,Urban,2015,368930.8076455552,11
1414,4,2,Rural,2001,166318.25392873233,25
2650,5,3,Suburb,1988,276041.0471128113,38
1706,3,3,Rural,2006,136528.41755017644,20
1342,2,1,Urban,1994,149644.12380710084,32
1681,3,3,Urban,1989,305068.84292997234,37
2402,4,3,Suburb,1952,212113.05436244025,74
2617,5,2,Rural,1967,321711.5242532549,59
2689,5,1,Rural,1985,381317.350245467,41
1652,3,2,Rural,2018,219551.93196310807,8
2849,5,2,Rural,1971,385325.9637959354,55
1145,2,2,Rural,2015,195716.5118694121,11
1322,4,2,Rural,2004,146805.2609666145,22
1121,2,1,Suburb,1995,131751.71789689997,31
2275,3,3,Suburb,1956,314772.1721566181,70
2878,4,1,Rural,1995,311561.9174189448,31
2922,2,3,Rural,1970,285871.4961148357,56
1310,2,3,Rural,1989,181418.96683209343,37
1600,2,2,Urban,1983,208223.0366318207,43
1474,4,3,Urban,2005,168808.54923941896,21
1569,4,1,Rural,2006,201822.2190307649,20
2515,5,3,Urban,2018,219087.32103150187,8
1574,3,1,Rural,1981,108262.64724797782,45
1346,5,1,Rural,1996,155743.15664611157,30
1819,3,1,Rural,1978,167163.95333130148,48
2510,4,3,Rural,1981,267843.9255916794,45
2496,2,2,Rural,2018,348697.18754890445,8
1381,5,1,Rural,1954,122608.48578036005,72
2303,4,2,Urban,2018,197068.26299592503,8
1071,4,1,Suburb,1985,99259.67310749,41
1520,4,3,Rural,2004,275699.7603824232,22
2389,5,1,Urban,1996,276931.7656272628,30
1932,4,3,Urban,2012,218931.09988099732,14
2117,3,3,Rural,2001,252767.8986881005,25
2396,3,3,Urban,2018,225944.91675205264,8
1338,2,3,Rural,1973,76654.0692983812,53
2460,5,2,Urban,1979,272191.004090154,47
2359,5,3,Urban,1987,294301.4014183908,39
1663,5,1,Rural,2001,236726.9622088484,25
2515,5,2,Suburb,2021,311833.1733284789,5
2940,5,2,Rural,1987,272794.22849726264,39
2891,4,2,Suburb,1988,263084.3688779879,38
1039,4,2,Urban,2001,113083.89279120936,25
2382,3,1,Suburb,1960,220060.50738698285,66
1573,5,3,Rural,1969,187253.0850979752,57
2277,5,1,Rural,2000,164846.46797673273,26
1965,5,3,Urban,2014,199570.4095671651,12
1580,3,2,Suburb,1995,233184.75577033297,31
2421,5,2,Rural,1967,271960.3335924025,59
2780,5,2,Urban,2001,317215.2131833112,25
2900,4,2,Suburb,1978,377971.3691742898,48
1169,3,3,Urban,1980,139054.83898797203,46
2713,4,2,Rural,1950,329886.3433749421,76
1700,2,3,Urban,1955,218842.2602096837,71
1510,5,2,Urban,1966,253924.57823353985,60
2283,2,1,Rural,1958,171411.31580869592,68
1583,5,2,Rural,2014,242353.95924467628,12
1983,2,3,Urban,1964,150261.17793763528,62
1458,4,3,Suburb,1966,143672.05066182805,60
1528,3,1,Suburb,2005,153476.27280522537,21
2905,2,3,Rural,1999,337891.26021555933,27
1340,4,1,Urban,2014,192418.70113042253,12
1056,2,2,Rural,1976,199198.65981385089,50
1217,2,2,Suburb,2000,183612.25859129595,26
1618,3,2,Rural,2019,170319.08041408283,7
1815,4,3,Urban,1969,271168.42346130754,57
2963,3,2,Rural,2018,273854.1273519441,8
2708,5,2,Suburb,2010,301978.7352913619,16
1730,3,2,Urban,1980,197351.3946205007,46
1463,3,2,Suburb,1967,175026.05343653026,59
1246,2,2,Urban,1967,195016.41049638725,59
1729,2,3,Suburb,2019,312300.21911221254,7
1372,2,3,Suburb,1984,224255.67782090383,42
1416,4,3,Urban,1987,163063.83407664517,39
2054,3,3,Rural,1952,215626.08227811856,74
1367,5,2,Urban,1978,141481.0397125164,48
1558,2,3,Suburb,1988,112538.9585635215,38
2669,5,1,Urban,2001,417288.75219371286,25
1107,3,2,Urban,1988,170108.07701786046,38
1583,3,2,Rural,2007,151759.25454502623,19
1838,3,1,Suburb,2005,267471.29562675394,21
1417,5,3,Urban,2007,210694.34970311576,19
2643,5,1,Rural,1953,361345.9180181078,73
1820,5,3,Rural,2006,219889.3733461036,20
2421,3,1,Suburb,2009,275298.4935655937,17
2295,3,2,Suburb,2014,188850.0067404196,12
1682,2,3,Rural,1964,165912.29839914537,62
2139,4,3,Suburb,1969,141227.01409146166,57
2864,5,3,Suburb,1959,291356.17071477626,67
2609,4,2,Suburb,1969,303110.8694640456,57
1255,5,3,Rural,1989,238269.70961286023,37
2104,5,1,Urban,2000,260588.6290031745,26
1779,4,3,Urban,1962,118611.66829937794,64
2151,4,3,Suburb,1959,288737.3932506088,67
1837,5,2,Rural,1977,163399.3090534898,49
1914,3,1,Suburb,1978,176147.7378306509,48
1234,2,1,Urban,2014,77586.78737964854,12
1552,5,1,Rural,1985,202603.22962380893,41
1180,2,3,Urban,1974,183590.5914471556,52
1156,3,3,Urban,2008,193759.2740731898,18
2477,3,2,Urban,2000,330335.0686931511,26
1570,2,2,Rural,2021,152300.53850441368,5
1856,5,3,Rural,1952,193021.47835711288,74
2784,2,1,Urban,2012,373523.2637067248,14
2727,5,1,Rural,1974,338119.5309763568,52
2047,4,3,Suburb,1977,260811.45719411425,49
2496,5,1,Rural,1994,227488.6724660356,32
2423,4,1,Rural,1985,224540.3964031294,41
1947,4,3,Urban,1985,263271.86812057404,41
1591,2,2,Suburb,1966,200770.1771494696,60
1133,4,3,Suburb,2017,126927.31123745644,9
1420,2,2,Rural,1976,136925.43083977152,50
1212,2,1,Suburb,1969,139062.83979408265,57
1899,3,2,Rural,2012,142321.34420853862,14
1481,2,2,Urban,1965,88575.91027324364,61
1347,3,3,Suburb,1966,223584.6708917205,60
1165,3,1,Suburb,1983,95245.92971477966,43
1936,2,1,Suburb,1967,200024.0962519549,59
1347,5,1,Suburb,2016,146356.86663019817,10
1848,5,2,Suburb,1998,158301.51007436248,28
1397,2,2,Urban,1961,163954.27705286132,65
1582,4,3,Rural,1986,208753.8227466996,40
1725,2,1,Rural,1966,199278.1301857881,60
2458,4,1,Urban,1993,355668.38514949946,33
2600,5,2,Urban,2007,229982.6504938888,19
2244,4,2,Urban,1952,243730.70038301812,74
1307,2,2,Rural,1950,77399.7996114354,76
1990,4,1,Urban,1996,204138.92682016257,30
1797,3,1,Suburb,2019,153311.38165082695,7
2720,3,3,Rural,1993,370376.9908964205,33
1718,2,3,Urban,2006,162500.39245208882,20
1465,2,1,Suburb,1962,118760.80763010164,64
1098,2,3,Rural,1953,135237.3842643519,73
2265,5,2,Suburb,1959,238724.1086163072,67
1157,5,3,Urban,2015,172129.92670160037,11
1609,5,2,Urban,1958,189815.664834674,68
1553,3,3,Suburb,2011,183602.6625784664,15
1650,4,1,Urban,1956,222175.07222058708,70
2818,3,2,Suburb,1965,263133.0086208488,61
1919,4,3,Urban,2011,247707.06419050423,15
1226,4,1,Rural,1951,174980.13801762654,75
1422,2,2,Urban,1987,155250.79013669462,39
2095,2,2,Rural,1975,269798.0053103479,51
1242,5,1,Rural,2021,180150.89444266527,5
1529,2,1,Suburb,1960,126035.94230864912,66
2612,3,2,Urban,1982,163570.91972395527,44
2068,3,1,Suburb,2000,232845.13370222657,26
2495,3,3,Urban,2019,302305.5187414457,7
1370,2,3,Rural,2002,152781.08167225256,24
2878,2,2,Urban,1968,336110.5222774805,58
1651,4,2,Suburb,1973,205754.827164029,53
1688,4,3,Suburb,1973,150400.9431492673,53
1733,2,1,Rural,1984,113485.60039812644,42
2950,3,1,Rural,1956,268934.42101628886,70
1091,2,2,Suburb,1950,137955.16647547603,76
2045,5,1,Rural,2001,281365.37704977085,25
1171,5,2,Rural,2019,122363.759639983,7
2627,3,1,Suburb,1961,217680.46907439525,65
2215,5,1,Suburb,1977,150048.3177793042,49
2100,2,1,Suburb,1987,293855.11991095985,39
2304,2,3,Suburb,1975,217583.90998242545,51
2387,4,2,Suburb,1967,340616.8594761466,59
1178,5,1,Rural,2006,237739.6616226789,20
1237,5,1,Urban,2006,189330.81080024192,20
2158,5,3,Urban,1999,212699.5409590157,27
1876,5,3,Urban,1959,172808.57691032003,67
1901,3,3,Rural,1996,166409.29135407915,30
1279,3,2,Suburb,1965,181444.53960856432,61
2042,2,3,Rural,2021,206075.30106876,5
2618,5,3,Suburb,2009,387343.1813620325,17
1739,4,1,Rural,1992,191646.75907675008,34
1370,2,1,Rural,2020,198801.58979003807,6
2800,2,3,Rural,2003,288371.2833949582,23
2135,3,1,Urban,2008,314785.6043743754,18
2786,2,1,Rural,1993,248379.44015543832,33
2699,4,3,Rural,1997,310865.4352365444,29
1869,5,3,Rural,2013,223707.3310971452,13
2703,2,3,Rural,2002,374100.3769596071,24
2018,4,3,Rural,1984,202270.11877194652,42
1220,3,3,Rural,2018,181915.9613011399,8
1919,3,1,Suburb,1978,267717.8770863476,48
1303,5,2,Rural,2001,106640.978599252,25
2726,2,1,Suburb,1986,305871.6541391535,40
2348,4,3,Suburb,1983,173548.02309201047,43
2460,3,2,Rural,1966,300911.121458418,60
1437,4,2,Rural,1998,158820.046846287,28
2193,3,2,Urban,1962,299178.02881857613,64
1374,3,1,Urban,2004,201039.49635782145,22
2580,5,3,Suburb,2013,238455.63668054645,13
1380,4,1,Urban,1954,250148.92222577933,72
1985,4,2,Urban,1997,208027.0038549839,29
1013,4,1,Urban,1970,63236.25112051173,56
1742,3,3,Urban,1973,150219.844566019,53
1668,5,1,Urban,1987,224256.5612098772,39
1499,4,2,Urban,1953,278258.5570178535,73
2669,2,2,Rural,1955,262666.25727912347,71
2414,4,1,Urban,1983,295454.54334895965,43
2572,3,3,Suburb,1995,321542.72105975205,31
1564,5,3,Urban,1972,236672.52360936825,54
1529,4,3,Urban,1998,140257.0410038356,28
1491,4,1,Urban,1967,257569.1035118956,59
2573,4,2,Urban,1987,324060.4608497551,39
2722,2,1,Suburb,1981,274738.80605860794,45
2408,3,2,Rural,2012,205816.29181646468,14
2219,2,1,Suburb,1971,154476.88771792263,55
1754,2,2,Suburb,1984,183029.28198120525,42
1299,3,3,Rural,2011,206314.14603768245,15
1814,3,1,Suburb,1960,133329.54083106434,66
1546,4,3,Suburb,1969,172563.52677417087,57
1726,3,1,Urban,1977,157963.93181226368,49
1730,4,3,Rural,2009,128247.71680575708,17
1827,2,2,Rural,1996,202296.15376233787,30
1601,4,2,Suburb,1988,242041.0522362849,38
2331,3,2,Rural,2010,258257.83499046607,16
2275,4,2,Rural,2020,203101.84856514708,6
2031,2,1,Rural,2007,278227.7763316981,19
1767,3,2,Rural,1952,136684.54030866863,74
1874,3,3,Rural,1973,235298.0856340616,53
2231,5,3,Urban,1956,215389.72840897707,70
1936,4,1,Suburb,2018,225608.91012309023,8
1130,4,1,Rural,2000,225710.5488878786,26
2759,4,2,Suburb,1970,232461.8815042209,56
2732,2,1,Rural,1966,237270.6878253845,60
2677,2,2,Rural,2005,266851.1129281729,21
2787,3,1,Rural,2019,279161.6348432082,7
1607,3,2,Urban,1953,149183.5098719876,73
1025,2,3,Rural,2012,136830.96270323644,14
2646,4,2,Urban,1975,323250.20350107225,51
2477,4,3,Urban,1950,309307.4337799933,76
1634,2,3,Urban,2021,229028.6484031001,5
2209,4,1,Rural,2017,239141.5006212086,9
1483,2,3,Suburb,1984,235401.55454890896,42
1679,4,2,Suburb,1958,199039.37211359583,68
2074,4,1,Urban,1988,148565.1512743875,38
2914,5,1,Urban,2017,301149.958198727,9
1004,3,2,Suburb,2010,104736.93021423064,16
1588,4,1,Suburb,1957,115226.42974990592,69
2183,4,2,Urban,1981,284799.7493822863,45
1207,2,3,Rural,1995,134598.36233706088,31
1256,5,1,Suburb,1959,40834.87532656183,67
2228,5,3,Urban,1968,149878.13259365634,58
2790,2,1,Suburb,2002,199887.05541737768,24
2973,2,2,Rural,1967,314989.2690273903,59
1010,2,2,Rural,2011,148538.4142547888,15
1948,4,2,Suburb,1979,235172.25658923647,47
1007,2,2,Suburb,1993,124731.12245976237,33
2432,3,1,Rural,1996,207234.1734670696,30
1935,2,3,Rural,1972,130398.41714590476,54
1031,4,3,Urban,2011,228446.86974858504,15
1539,3,1,Suburb,2010,173634.20379862838,16
2741,4,1,Suburb,2003,302092.52611828304,23
2004,3,3,Urban,1958,267566.1314002592,68
1386,3,3,Suburb,1970,178386.72025182395,56
2251,3,1,Urban,1990,253064.9913213109,36
1639,4,1,Rural,1965,217750.4987388136,61
2790,3,1,Rural,1959,334749.1784528211,67
2498,5,1,Rural,2019,307709.6353195536,7
2747,5,1,Urban,1984,240595.71690898767,42
2774,4,3,Urban,1991,334436.9252099846,35
1206,5,3,Rural,1951,174992.6292802512,75
2341,3,2,Urban,1968,284313.2365342283,58
2818,2,2,Urban,1975,261575.86281465628,51
2780,2,3,Rural,1984,252854.5674576878,42
1556,3,3,Rural,2007,113385.58859781502,19
2640,5,2,Urban,2011,303611.3906554021,15
1347,3,2,Suburb,1951,133038.42795228332,75
1792,2,2,Urban,1967,206457.3375118959,59
1233,2,1,Suburb,1979,148726.46217713176,47
2724,4,2,Suburb,1970,317490.7113009654,56
2067,2,1,Rural,1962,225991.727100272,64
2005,4,1,Urban,1976,212238.00965920984,50
1736,5,2,Urban,2015,183597.02888466345,11
1941,3,3,Suburb,1978,236381.48311999216,48
2165,4,2,Urban,2007,236498.7872835424,19
2671,3,2,Rural,1980,228594.4140650267,46
1175,4,2,Urban,1997,252508.43978860564,29
2677,5,2,Rural,1950,297620.13935615966,76
1448,5,2,Urban,1952,114990.29295886312,74
1591,4,1,Rural,1952,117875.86598551684,74
1081,4,2,Suburb,2002,71077.87610896243,24
1134,5,3,Urban,1989,94827.8866995259,37
2742,3,3,Suburb,1973,344481.2676199553,53
1855,5,1,Suburb,1999,270670.4161832861,27
2200,3,1,Urban,1983,234041.88095651963,43
2406,4,2,Urban,1952,294288.905390535,74
2266,3,2,Suburb,1983,271106.05947274505,43
2590,4,1,Rural,1976,263356.05202537915,50
2164,3,3,Urban,2018,314629.3077175881,8
